"Vehicle.Use","Anti.Theft.Device.Indicator","Body.Style","Electric_Vehicle_Indicator","Fleet.Vehicle.Indicator","Fuel.Type","Hybrid.Vehicle.Indicator","Make","Model","Model.Year","Municipality","Owner.Type","Region","Vehicle.Count"
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK TOURING 5DR AWD",2019,"Langford","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA ULTIMATE 1.6T 4DR AWD",2019,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","NISSAN","MICRA SV 4DR HATCHBACK",2019,"Cranbrook","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","QASHQAI SL 4DR AWD",2020,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I LIMITED WAGON AWD",2021,"Port Alberni","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","LEXUS","UX250H 4DR AWD",2022,"Madeira Park","Person","Lower Mainland",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","NISSAN","LEAF S PLUS 5DR",2019,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TESLA","MODEL Y 75D LONG RANGE 4DR AWD",2021,"Garden Bay","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","SENTRA 2.0 SR 4DR",2021,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","MURANO PLATINUM 4DR AWD",2020,"Cultus Lake","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","AUDI","Q5 PROGRESSIV 45 2.0 TFSI 4DR AWD",2022,"Mission","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER LIMITED 4DR AWD",2021,"Quesnel","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","FLEX SEL 4DR AWD",2019,"Lac La Hache","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","OUTBACK WILDERNESS WAGON AWD",2023,"Peachland","Person","Southern Interior",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","SUBARU","BRZ SPORT TECH RS 2DR",2019,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","COROLLA LE 4DR",2022,"Courtenay","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","ACURA","TLX V6 4DR AWD",2019,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","AUDI","Q8 E-TRON 4DR AWD",2024,"Nanaimo","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V EX-L 4DR AWD",2021,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLVO","XC40 MOMENTUM T5 4DR AWD",2021,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","EXPLORER TIMBERLINE 4DR AWD",2023,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA SE 4DR LIFTBACK",2019,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","SIENNA SE V6",2020,"Bob Quinn","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","RVR ES 4DR 4WD",2020,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","XT4 4DR AWD",2021,"Otter Point","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MINI","COOPER COUNTRYMAN S E ALL4 4DR",2022,"West Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","KIA","EV6 LONG RANGE 4DR AWD",2022,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Twodoorconvertible","No","No","Gasoline","No","MERCEDES-BENZ","C300 4MATIC CABRIOLET",2020,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS CROSS SPORT HIGH 2.0 TFSI 4DR AWD",2022,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","LAND","DISCOVERY HSE R-DYN P360 4DR AWD",2022,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","TOYOTA","CAMRY XSE HYBRID 4DR",2022,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","PORSCHE","MACAN TURBO 4DR AWD",2020,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","CHEVROLET","BOLT EUV PREMIER 4DR 2WD",2023,"View Royal","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 TRAIL 4DR AWD",2023,"Trail","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","Yes","No","Electric","No","TESLA","MODEL 3 LONG RANGE 75D 4DR AWD",2022,"Malahat","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA PREFERRED 4DR 2WD",2022,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JAGUAR","F-PACE CHECKERED FLAG 25T 4DR AWD",2020,"Shawnigan Lake","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","4RUNNER V6 4DR 4WD",2020,"White Rock","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","SIENNA LE HYBRID",2022,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ECOSPORT SE 4DR 4WD",2019,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","SELTOS LX 4DR AWD",2023,"Black Creek","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","RIO LX+ 4DR",2019,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ROLLS","CULLINAN V12 4DR AWD",2022,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","NISSAN","KICKS SV 4DR 2WD",2023,"Pitt Meadows","Person","Lower Mainland",1
"Personal","Yes","Twodoorcoupe","No","No","Gasoline","No","LEXUS","RC 350 2DR AWD",2023,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","SUBARU","WRX 4DR AWD",2023,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","PALISADE ULTIMATE CALLIGRAPHY V6 4DR AWD",2023,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MAZDA","CX-5 GS 4DR AWD",2021,"Shirley","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","HYUNDAI","TUCSON LUXURY HYBRID 4DR AWD",2022,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","HIGHLANDER XLE V6 4DR AWD",2021,"Castlegar","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","HYUNDAI","TUCSON ULTIMATE HYBRID 4DR AWD",2023,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","NISSAN","KICKS SR 4DR 2WD",2021,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","INFINITI","Q50 RED SPORT I-LINE PRO 3.0T 4DR AWD",2023,"Victoria","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCORE ESSENCE 4DR AWD",2019,"Langley","Person","Lower Mainland",1
"Personal","Yes","Hatchback","No","No","Gasolineelectric","Yes","TOYOTA","PRIUS AWD-E 5DR",2021,"Port Moody","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CADILLAC","ESCALADE ESV PLATINUM 4DR 4WD",2022,"North Vancouver","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE OVERLAND 4DR 4WD",2021,"Smithers","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","Yes","MERCEDES-BENZ","GLS580 4DR AWD",2020,"Ubc","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","ACURA","MDX 4DR AWD",2019,"View Royal","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","HR-V SPORT 4DR AWD",2023,"Rossland","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","LEXUS","NX250 4DR AWD",2023,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS HIGHLINE 2.0 TFSI 4DR AWD",2021,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Gasolineelectric","No","HYUNDAI","KONA ULTIMATE ELECTRIC 4DR 2WD",2023,"Cumberland","Person","Vancouver Island",1
"Personal","No","Hatchback","No","No","Gasoline","No","TOYOTA","COROLLA XSE 4DR HATCHBACK",2019,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MERCEDES-BENZ","GLC43 4DR AWD",2022,"Spallumcheen","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Diesel","No","JEEP","WRANGLER UNLIMITED SAHARA 4DR 4WD DIES",2022,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I SPORT WAGON AWD",2023,"Unknown","Person","Unknown",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","MAZDA","MAZDA3 SPORT SUNA 2.5T I-ACTIV 5DR AWD",2024,"Coldstream","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","VOLVO","XC60 INSCRIP EXP RECHAR EXT RANGE 4D AWD",2022,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TOYOTA","BZ4X LE 4DR 2WD",2023,"New Westminster","Person","Lower Mainland",1
"Personal","No","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","FORD","ESCAPE PHEV 4DR 2WD",2023,"Esquimalt","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","INFINITI","Q50 SIGNATURE 3.0T 4DR AWD",2020,"Saanich","Person","Vancouver Island",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MAZDA","MAZDA3 GT SKY 4DR",2019,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","TOYOTA","PRIUS PRIME 5DR",2020,"Hornby Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","YUKON XL AT4 4DR 4WD",2022,"Fort St John","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","KIA","CARNIVAL LX",2024,"Port Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","VENZA XLE HYBRID 4DR AWD",2023,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Hatchback","Yes","No","Electric","No","HYUNDAI","IONIQ ULTIMATE ELECTRIC 4DR HATCHBACK",2019,"Pender Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","TAHOE PREMIER 4DR 4WD",2019,"Williams Lake","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE5 GT 5DR",2021,"Surrey","Person","Lower Mainland",1
"Personal","No","Hatchback","Yes","No","Electric","No","NISSAN","LEAF SV 5DR",2023,"Salt Spring Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK ONYX 5DR AWD",2024,"Buckhorn","Person","North Central",1
"Personal","Yes","Dualpurpose","No","No","Gasoline","No","JEEP","WRANGLER UNLIMITED SPORT 4DR 4WD",2022,"Kelowna","Person","Southern Interior",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","GRAND CHEROKEE LIMITED 4DR 4WD",2022,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","CHEVROLET","EQUINOX PREMIER 4DR AWD",2021,"Terrace","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE EX 4DR",2019,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","SIENNA LE HYBRID",2021,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","GMC","YUKON SLT 4DR 4WD",2019,"New Westminster","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","RAV4 XLE 4DR 2WD",2021,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","HYUNDAI","ELANTRA PREFERRED HYBRID 4DR",2022,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","KIA","FORTE EX+ 4DR",2022,"Coldwater","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","TUCSON PREFERRED 4DR AWD",2022,"Popkum","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BUICK","ENCLAVE ESSENCE 4DR AWD",2023,"Vernon","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","LINCOLN","NAVIGATOR L RESERVE 4DR 4WD",2021,"Prince George","Person","North Central",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","CROSSTREK 5DR AWD",2021,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I SPORT TECH 5DR AWD",2019,"Delta","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","TOYOTA","RAV4 XSE HYBRID 4DR AWD",2022,"Chase","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","MITSUBISHI","OUTLANDER SEL PHEV 4DR AWD",2024,"Mayne Island","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","FORD","ECOSPORT TITANIUM 4DR 4WD",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","HYUNDAI","ELANTRA PREFERRED 4DR",2023,"Warfield","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","MURANO SL 4DR AWD",2020,"Horsefly","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","KIA","NIRO EX PREMIUM PLUG-IN HYBRID 5DR",2020,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MITSUBISHI","ECLIPSE CROSS ES 4DR AWD",2019,"Malakwa","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I SPORT TECH 5DR AWD",2021,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","No","TOYOTA","COROLLA LE 4DR",2023,"Langley","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V LX 4DR AWD",2019,"Grindrod","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","BMW","X7 40I 4DR AWD",2020,"Cache Creek","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS CROSS SPORT EXECLINE V6 4DR AWD",2021,"Sun Peaks","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","VOLKSWAGEN","ATLAS CROSS SPORT HIGHLINE V6 4DR AWD",2023,"Chilliwack","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","PORSCHE","PANAMERA 4 E-HYBRID 4DR AWD",2022,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE PLATINUM 4DR AWD",2023,"Maple Ridge","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MITSUBISHI","MIRAGE GT 5DR",2024,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","TOYOTA","COROLLA LE 4DR",2022,"Abbotsford","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SL 4DR AWD",2022,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","PILOT BLACK EDITION 4DR AWD",2020,"Coquitlam","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","JEEP","COMPASS NORTH 4DR 4WD",2019,"Unknown","Person","Unknown",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","KIA","NIRO EV PREMIUM 5DR",2023,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","MERCEDES-BENZ","CLA35 4MATIC 4DR COUPE",2022,"Richmond","Person","Lower Mainland",1
"Personal","No","Fourdoorsedan","No","No","Gasoline","No","KIA","STINGER GT ELITE V6 4DR AWD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","KONA PREFERRED 4DR 2WD",2020,"Vernon","Person","Southern Interior",1
"Personal","Yes","Twodoorconvertible","No","No","Gasoline","No","MERCEDES-BENZ","SL63 4MATIC+ CONVERTIBLE",2022,"West Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","MINI","COOPER S 5DR",2024,"Nanaimo","Person","Vancouver Island",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","GRAND CARAVAN SE",2019,"Kamloops","Person","Southern Interior",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","KIA","SELTOS SX TURBO 4DR AWD",2021,"Surrey","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HYUNDAI","SANTA FE LUXURY 2.0T 4DR AWD",2019,"Midway","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","Yes","No","Electric","No","TESLA","MODEL Y 75D LONG RANGE 4DR AWD",2022,"Salmon Arm","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","ROGUE SV 4DR AWD",2021,"Noralee","Person","North Central",1
"Personal","Yes","Fourdoorsedan","No","No","Gasolineelectric","Yes","TOYOTA","CAMRY XLE HYBRID 4DR",2019,"Lake Country","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","AUDI","Q7 KOMFORT 55 3.0 TFSI 4DR AWD",2021,"Burnaby","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","HONDA","CR-V EX-L 4DR AWD",2019,"North Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasolineelectric","Yes","LEXUS","UX250H 4DR AWD",2023,"Penticton","Person","Southern Interior",1
"Personal","Yes","Fourdoorhardtop","No","No","Gasoline","No","FORD","EXPEDITION MAX PLATINUM 4DR 4WD",2019,"Fort St John","Person","North Central",1
"Personal","Yes","Hatchback","No","No","Gasoline","No","SUBARU","IMPREZA 2.0I SPORT 5DR AWD",2019,"West Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","CHEVROLET","MALIBU RS 4DR",2019,"Nanaimo","Person","Vancouver Island",1
"Personal","No","Fourdoorstationwagon","No","No","Gasoline","No","DODGE/RAM","RAM 1500 LARAMIE CREW CAB 4WD",2020,"Sechelt","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","SUBARU","FORESTER 2.5I WILDERNESS WAGON AWD",2023,"Kelowna","Person","Southern Interior",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","TOYOTA","4RUNNER V6 4DR 4WD",2022,"Richmond","Person","Lower Mainland",1
"Personal","Yes","Fourdoorstationwagon","No","No","Gasoline","No","NISSAN","PATHFINDER SL 4DR 4WD",2022,"Vancouver","Person","Lower Mainland",1
"Personal","Yes","Fourdoorsedan","No","No","Gasoline","No","VOLKSWAGEN","JETTA GLI 2.0 TSI 4DR",2020,"Ladysmith","Person","Vancouver Island",1
